voltmean_5d,rotatemean_5d,pressuremean_5d,vibrationmean_5d,time_in_cycles,age,comp1,comp2,comp3,comp4,failure
2.6356204996915547,0.010571765178735487,-0.6687480776895872,0.16940712708281405,-0.13570121160560233,0.47416069460119986,0,0,0,0,0
-0.23349645525422766,1.2214706945701281,-0.2970737637378315,4.322126140022421,-0.6627609582710929,1.320501824027273,0,0,0,0,0
3.3725468199465154,-0.5092409038789892,-0.23110300477971718,-0.31454025783554174,0.6970531881258728,0.47416069460119986,0,0,0,0,0
0.18942184328576722,-3.545281966555654,-0.20138067614731095,-0.26023137194339974,1.5614311726572774,-0.7107168865953025,0,0,0,0,0
0.38607720316057,-0.671825426147077,-0.14432479574568516,0.04504308751892678,-0.83142007720405,0.47416069460119986,0,0,0,0,0
2.865651359091045,0.19342785407154447,-0.10459804657180496,-0.5913027638009908,0.802465137458971,-1.5570580160213758,0,0,0,0,0
0.17601748228304195,0.5512068537079609,-0.4536302947389362,-0.34897269430781913,-0.5678902038713046,-0.20291220893965867,0,0,0,0,0
0.33532400136285795,0.30492780119658364,-0.4088815066319642,-0.28326569466693585,-0.6205961785378538,-1.0492533383657319,0,0,0,0,0
-0.0960799290225979,0.5659343165100107,-0.2423742762219112,0.2347267443528202,-0.5889725937379243,-1.387789790136161,0,0,0,0,0
0.28755320945679225,-0.8473866431964541,-0.5152958001500216,-0.5775320227018756,1.540348782790658,0.9819653722568438,0,0,0,0,0
-0.46908626317348207,-0.09368494706493041,0.01829513975301893,1.5791606017556692,0.517852874259606,-0.3721804348248733,0,0,0,0,0
-0.6198251404773821,-0.834518852926064,-0.0883435353259918,-0.256598569604654,1.4981840030574185,1.1512335981420585,0,0,0,0,0
-0.09012711526373375,-2.3479698097881947,-0.4347286299478572,0.31528927780334776,0.570558848926155,-0.20291220893965867,0,0,0,0,0
0.1464234063972246,0.8866502564057436,-0.2896898619709245,-0.33487834589629234,-0.5362666190713752,-1.2185215642509464,0,0,0,0,0
0.1342436144421943,0.6172091829893179,-0.5151078917280602,2.5146377597454657,-0.6943845430710224,0.6434289204864145,30,0,0,30,4
-0.8386412277934908,0.24239572831025935,0.14199671449794446,-0.6153242112922366,-1.168738315069964,1.4897700499124877,0,0,0,0,0
-1.0231876486547724,-0.182462556436187,-0.3849388825039337,-0.6316805719821363,-0.1778659913388416,0.47416069460119986,0,0,0,0,0
-0.3384000003343192,-1.89310036812401,0.026449021620678224,-0.17285645910601413,-0.22003077107208083,0.47416069460119986,0,0,0,0,0
-1.4518611401704904,1.12950949471045,-1.0229750415967611,-0.29956404745790627,1.5192663929240382,0.9819653722568438,0,0,0,0,0
1.9020138788439032,0.15369762739456835,0.019568324332985082,-0.16735078635601996,-1.105491145470105,1.1512335981420585,0,0,0,0,0
0.5619619991822711,0.18814576109615846,0.20144558081191694,-0.4563110738474747,-0.3676075001384182,-0.3721804348248733,0,0,0,0,0
